103;0;130;130;land;false;mountain;4
104;0;90;70;land;true;plains;1
105;0;90;220;land;true;forest;6
106;0;93;35;land;false;forest;1
107;0;93;185;land;true;hills;1
108;0;96;0;land;false;forest;6
109;179;11;54;land;false;mountain;4
110;0;96;205;land;false;forest;1
111;0;99;65;land;false;mountain;1
112;0;99;170;land;false;forest;6
113;217;9;107;land;false;mountain;4
114;216;10;102;land;false;mountain;4
115;0;105;95;land;false;mountain;1
116;18;174;207;land;false;mountain;4
117;0;105;200;land;false;urban;1
118;68;184;46;land;false;jungle;4
119;0;108;165;land;false;plains;6
120;77;124;249;land;false;mountain;4
121;0;111;80;land;false;urban;1
122;0;111;130;land;true;hills;1
123;0;114;45;land;false;plains;6
124;247;227;0;land;false;hills;4
125;7;91;218;land;false;mountain;4
126;0;117;10;land;false;forest;1
127;0;117;55;land;false;forest;1
128;0;120;20;land;false;hills;1
129;0;120;75;land;false;forest;1
130;42;181;175;land;false;jungle;4
131;0;123;40;land;true;mountain;1
132;0;123;190;land;false;forest;1
133;0;126;5;land;false;forest;1
134;114;195;38;land;false;jungle;4
135;0;126;210;land;false;plains;6
136;0;135;194;land;false;jungle;4
137;0;129;175;land;true;plains;1
138;0;129;220;land;false;plains;1
139;0;132;35;land;false;forest;1
140;0;132;185;land;false;plains;1
141;0;135;0;land;false;forest;1
142;172;216;209;land;true;jungle;4
143;0;135;205;land;false;forest;1
144;0;138;170;land;false;forest;1
145;222;3;85;land;false;mountain;4
146;0;141;85;land;false;plains;6
147;9;181;238;land;false;jungle;4
148;61;21;110;land;false;jungle;4
149;0;144;200;land;false;urban;1
150;0;147;15;land;false;forest;1
151;155;4;81;land;true;jungle;4
152;0;147;165;land;false;forest;1
153;0;150;25;land;true;plains;3
154;240;148;97;land;true;jungle;4
155;202;121;170;land;true;jungle;4
156;0;141;200;land;true;jungle;4
157;204;42;112;land;true;plains;1
158;0;0;1;land;false;urban;1
159;0;156;215;land;false;mountain;1
160;0;159;75;land;false;forest;1
161;1;150;200;land;false;desert_africa;5
162;118;0;250;land;false;desert_africa;5
163;0;162;40;land;false;marsh;1
164;0;162;145;land;false;forest;1
165;0;162;190;land;false;forest;1
166;0;165;5;land;false;forest;1
167;48;90;50;land;false;desert_africa;5
168;3;132;100;land;false;desert_africa;5
169;0;168;175;land;true;plains;1
170;255;7;100;land;false;desert_africa;5
171;171;174;200;land;false;desert_africa;5
172;0;171;140;land;false;forest;1
173;0;174;0;land;false;hills;1
174;0;174;205;land;false;forest;1
175;0;177;20;land;false;plains;6
176;128;24;100;land;false;desert_africa;5
177;0;177;170;land;true;plains;3
178;1;5;200;land;false;desert_africa;5
179;0;180;85;land;false;forest;1
180;0;180;135;land;false;plains;1
181;0;183;50;land;false;forest;1
182;0;100;100;land;false;desert_africa;5
183;0;186;15;land;false;forest;1
184;0;1;100;land;false;desert_africa;5
185;0;186;220;land;true;forest;1
186;0;189;80;land;false;forest;6
187;0;189;185;land;false;forest;1
188;0;192;45;land;true;mountain;1
189;0;192;150;land;false;plains;6
190;168;192;250;land;false;desert_africa;7
191;0;195;10;land;false;forest;5
192;0;195;160;land;true;mountain;1
193;0;198;75;land;false;forest;1
194;0;198;180;land;false;forest;1
195;0;201;40;land;true;forest;1
196;0;201;145;land;false;plains;6
197;0;204;5;land;false;forest;1
198;255;57;250;land;false;desert_africa;7
199;0;204;210;land;true;mountain;1
200;0;207;25;land;true;plains;1
201;255;100;1;land;false;desert_africa;7
202;174;195;50;land;false;desert_africa;7
203;3;189;50;land;false;desert_africa;7
204;0;210;90;land;true;plains;1
205;9;126;100;land;false;desert_africa;7
206;1;0;10;land;false;plains;6
207;1;0;160;land;false;forest;1
208;1;0;215;land;false;forest;6
209;1;0;236;sea;true;ocean;0
210;1;2;244;sea;true;ocean;0
211;43;51;10;land;false;desert_africa;7
212;1;3;180;land;false;plains;1
213;1;4;232;sea;false;ocean;0
214;1;6;40;land;false;plains;1
215;1;6;95;land;false;marsh;1
216;1;6;145;land;false;plains;1
217;1;6;240;sea;false;ocean;0
218;49;12;150;land;false;desert_africa;7
219;1;9;5;land;false;mountain;1
220;1;10;236;sea;true;ocean;0
221;1;12;25;land;true;plains;1
222;1;12;70;land;false;plains;1
223;1;12;175;land;false;plains;1
224;1;12;244;sea;true;ocean;0
225;1;14;232;sea;true;ocean;0
226;1;15;35;land;false;forest;1
227;1;15;90;land;false;forest;6
228;1;15;140;land;false;forest;6
229;1;15;240;sea;true;ocean;0
230;84;42;150;land;false;desert_africa;7
231;1;18;0;land;false;forest;1
232;1;18;55;land;false;plains;1
233;1;18;205;land;false;forest;1
234;90;193;50;land;false;desert_africa;7
235;174;33;50;land;false;desert_africa;7
236;1;21;20;land;false;plains;1
237;1;21;170;land;false;mountain;6
238;1;21;225;land;false;forest;1
239;1;22;240;sea;false;ocean;0
240;168;100;50;land;false;desert_africa;5
241;1;24;85;land;true;plains;1
242;168;200;100;land;false;desert_africa;5
243;1;24;190;land;false;forest;1
244;137;100;100;land;false;desert_africa;5
245;130;120;50;land;false;desert_africa;5
246;1;27;50;land;false;plains;1
247;1;27;155;land;false;plains;1
248;1;27;200;land;false;hills;1
249;94;105;50;land;false;desert_africa;5
250;133;39;50;land;false;desert_africa;5
251;171;63;50;land;false;desert_africa;5
252;1;30;165;land;false;forest;1
253;1;30;220;land;false;hills;1
254;136;78;50;land;false;desert_africa;5
255;130;66;50;land;false;desert_africa;5
256;1;33;130;land;false;forest;6
257;1;33;185;land;false;forest;6
258;109;20;50;land;false;desert_africa;5
259;10;31;50;land;false;desert_africa;5
260;1;36;45;land;false;forest;6
261;1;36;150;land;false;plains;1
262;43;84;50;land;false;desert_africa;5
263;50;8;50;land;false;desert_africa;5
264;70;17;50;land;false;desert_africa;5
265;1;39;10;land;false;forest;1
266;1;39;215;land;false;plains;1
267;1;39;232;sea;false;ocean;0
268;1;42;30;land;false;forest;1
269;1;42;180;land;false;forest;1
270;1;45;40;land;false;forest;6
271;1;45;95;land;true;plains;1
272;1;48;5;land;false;plains;6
273;1;48;60;land;false;plains;6
274;1;48;210;land;false;plains;1
275;1;51;25;land;false;forest;1
276;1;51;175;land;true;hills;1
277;1;54;90;land;false;forest;1
278;1;57;55;land;false;mountain;6
279;1;57;160;land;false;plains;1
280;1;57;205;land;false;forest;1
281;1;60;20;land;false;forest;1
282;1;60;170;land;false;forest;6
283;1;63;85;land;false;forest;1
284;1;63;135;land;true;mountain;1
285;84;192;50;land;false;desert_africa;5
286;1;66;155;land;false;forest;6
287;1;69;15;land;false;forest;1
288;1;69;70;land;false;plains;1
289;1;69;220;land;false;plains;1
290;1;72;35;land;false;plains;1
291;1;72;80;land;false;plains;6
292;1;72;185;land;false;forest;6
293;1;75;0;land;false;plains;1
294;1;75;150;land;false;forest;1
295;94;3;50;land;false;desert_africa;5
296;1;78;65;land;false;plains;1
297;1;78;215;land;false;plains;1
298;1;81;30;land;false;forest;6
299;126;60;50;land;false;desert_africa;5
300;1;84;95;land;false;forest;1
301;1;84;145;land;false;hills;1
302;1;84;200;land;false;forest;1
303;134;162;50;land;false;desert_africa;5
304;1;87;165;land;false;marsh;1
305;1;87;210;land;false;forest;6
306;1;90;25;land;false;urban;1
307;1;93;90;land;false;plains;6
308;1;93;140;land;false;forest;1
309;1;93;195;land;false;plains;1
310;1;96;55;land;false;forest;1
311;1;96;160;land;false;hills;1
312;1;99;20;land;true;plains;1
313;1;99;75;land;false;plains;1
314;1;99;225;land;false;plains;1
315;1;102;40;land;false;forest;1
316;1;102;85;land;true;plains;1
317;1;102;190;land;true;plains;1
318;1;105;5;land;false;forest;1
319;1;105;50;land;false;forest;1
320;1;108;15;land;false;hills;1
321;1;108;70;land;true;urban;1
322;1;111;35;land;true;plains;1
323;1;111;185;land;false;forest;1
324;1;114;0;land;false;hills;6
325;1;114;150;land;false;forest;6
326;1;114;205;land;false;hills;6
327;1;117;65;land;false;forest;1
328;1;117;170;land;false;forest;1
329;168;192;50;land;false;desert_africa;5
330;1;120;30;land;false;forest;1
331;1;120;135;land;false;plains;1
332;1;123;95;land;true;plains;1
333;1;123;145;land;false;forest;1
334;1;123;200;land;false;forest;1
335;1;126;60;land;false;plains;1
336;1;126;165;land;false;plains;1
337;190;200;50;land;false;desert_africa;5
338;1;129;80;land;false;plains;6
339;1;129;130;land;false;forest;6
340;1;132;45;land;false;plains;1
341;1;132;90;land;false;plains;1
342;1;132;195;land;false;plains;1
343;1;135;10;land;false;plains;1
344;1;135;55;land;false;forest;1
345;1;135;160;land;false;plains;6
346;1;138;20;land;false;forest;1
347;1;138;75;land;false;forest;1
348;1;138;225;land;true;plains;1
349;1;141;40;land;true;forest;1
350;1;141;190;land;false;forest;1
351;1;144;155;land;true;urban;1
352;1;147;70;land;false;plains;1
353;1;147;175;land;false;hills;6
354;1;147;220;land;false;forest;1
355;1;150;35;land;false;forest;6
356;1;150;140;land;false;plains;1
357;1;150;185;land;false;forest;1
358;1;153;0;land;false;forest;1
359;1;153;150;land;false;plains;6
360;1;153;205;land;false;plains;1
361;1;156;65;land;false;forest;6
362;1;156;170;land;true;urban;1
363;238;60;50;land;false;desert_africa;5
364;1;159;135;land;false;hills;1
365;1;162;50;land;false;plains;6
366;1;162;95;land;false;forest;1
367;1;165;15;land;false;plains;1
368;1;165;60;land;false;forest;6
369;255;60;50;land;false;desert_africa;5
370;1;168;25;land;false;forest;6
371;1;168;80;land;false;forest;1
372;1;171;195;land;false;forest;6
373;1;173;10;land;true;plains;2
374;1;174;10;land;true;plains;1
375;1;174;215;land;false;plains;1
376;1;177;75;land;false;forest;1
377;1;177;180;land;true;urban;1
378;1;177;225;land;false;plains;1
379;7;27;50;land;false;desert_africa;5
380;1;180;145;land;false;forest;6
381;1;180;190;land;false;forest;6
382;1;183;5;land;false;forest;1
383;21;8;50;land;false;desert_africa;5
384;1;183;210;land;false;plains;1
385;1;186;70;land;false;plains;1
386;1;186;175;land;false;plains;1
387;1;189;35;land;false;forest;1
388;1;189;90;land;false;forest;1
389;1;189;140;land;false;forest;1
390;1;192;0;land;false;forest;6
391;1;192;55;land;false;urban;1
392;1;192;205;land;false;hills;6
393;1;195;20;land;false;plains;6
394;1;195;65;land;true;plains;1
395;1;195;170;land;false;plains;1
396;1;198;85;land;false;forest;1
397;1;198;135;land;false;forest;1
398;1;201;50;land;false;plains;1
399;1;201;200;land;true;plains;1
400;1;204;15;land;false;forest;1
401;1;204;165;land;false;forest;1
402;1;204;220;land;false;plains;1
403;1;207;80;land;false;forest;6
404;1;207;130;land;false;forest;6
405;1;207;185;land;false;plains;1
406;1;210;45;land;false;plains;1
407;1;210;150;land;true;plains;1
408;1;210;195;land;true;plains;1
409;2;0;20;land;false;plains;1
410;2;0;65;land;false;plains;6
411;51;75;50;land;false;mountain_africa;5
412;2;2;248;sea;true;ocean;0
413;2;3;30;land;false;urban;1
414;2;3;85;land;false;plains;1
415;2;3;135;land;false;plains;1
416;89;81;50;land;false;desert_africa;5
417;2;6;50;land;false;hills;1
418;2;6;200;land;false;urban;1
419;131;195;50;land;false;desert_africa;5
420;172;66;50;land;false;desert_africa;5
421;2;9;15;land;false;forest;1
422;2;9;165;land;false;plains;1
423;255;252;50;land;false;desert_africa;5
424;2;12;80;land;false;hills;1
425;2;12;130;land;false;forest;1
426;2;12;185;land;false;plains;1
427;0;146;215;land;true;plains;1
428;2;14;236;sea;true;ocean;0
429;2;15;150;land;false;plains;1
430;2;15;244;sea;true;ocean;0
431;247;144;223;land;true;urban;6
432;2;18;10;land;false;desert;6
433;2;18;160;land;false;plains;1
434;2;18;215;land;false;plains;1
435;2;19;248;sea;true;ocean;0
436;2;20;236;sea;true;ocean;0
437;2;21;75;land;false;forest;1
438;2;21;180;land;false;forest;1
439;52;142;149;land;true;urban;1
440;124;169;182;land;true;urban;6
441;2;24;40;land;false;plains;1
442;2;24;145;land;false;plains;1
443;189;108;175;land;false;urban;6
444;2;27;5;land;false;forest;1
445;43;21;178;land;true;urban;6
446;33;3;43;land;true;plains;1
447;28;56;54;land;true;plains;1
448;2;29;232;sea;true;ocean;0
449;2;30;25;land;false;forest;1
450;172;132;147;land;false;urban;1
451;2;32;248;sea;false;ocean;0
452;2;33;35;land;false;hills;6
453;2;33;90;land;false;forest;1
454;2;33;140;land;false;forest;1
455;44;210;3;land;false;urban;1
456;85;15;51;land;false;urban;1
457;2;36;0;land;false;forest;1
458;2;36;55;land;false;plains;1
459;2;36;232;sea;false;ocean;0
460;92;45;201;land;false;urban;1
461;7;54;202;land;true;hills_africa;5
462;2;39;20;land;false;forest;1
463;2;39;170;land;false;plains;1
464;2;39;225;land;true;desert;6
465;87;150;186;land;false;plains;1
466;2;42;85;land;false;hills;1
467;2;42;135;land;false;plains;1
468;2;42;190;land;false;desert;6
469;255;45;120;land;false;urban;1
470;2;51;80;land;false;hills;6
471;2;51;130;land;false;plains;1
472;2;51;185;land;false;plains;1
473;2;54;45;land;false;forest;1
474;2;57;10;land;false;forest;1
475;2;57;65;land;true;desert;6
476;2;57;215;land;false;plains;1
477;2;60;30;land;false;desert;6
478;2;60;75;land;false;forest;1
479;2;60;180;land;false;forest;1
480;2;63;40;land;true;plains;1
481;2;63;95;land;false;plains;1
482;2;63;145;land;false;hills;1
483;2;66;5;land;false;hills;6
484;2;66;60;land;false;forest;1
485;2;66;210;land;true;plains;1
486;2;69;25;land;false;plains;1
487;2;69;175;land;false;plains;1
488;2;72;90;land;false;plains;1
489;2;72;140;land;false;plains;1
490;135;18;54;land;false;urban;1
491;2;75;55;land;false;plains;1
492;2;75;160;land;false;forest;2
493;2;75;205;land;false;plains;1
494;2;78;20;land;false;plains;1
495;2;78;170;land;false;urban;1
496;2;78;225;land;false;forest;1
497;2;81;135;land;false;plains;6
498;2;81;190;land;false;urban;1
499;2;84;50;land;false;hills;6
500;2;84;155;land;false;plains;1
501;2;87;15;land;false;plains;1
502;2;87;220;land;false;plains;1
503;2;90;35;land;false;plains;1
504;2;90;185;land;false;plains;1
505;2;93;0;land;true;hills;2
506;2;93;150;land;false;forest;1
507;2;96;10;land;false;forest;1
508;2;99;180;land;false;desert;6
509;2;102;95;land;false;plains;1
510;2;102;145;land;false;forest;1
511;2;105;60;land;false;forest;1
512;2;105;165;land;false;urban;1
513;2;108;25;land;false;plains;1
514;2;111;90;land;false;urban;1
515;2;111;195;land;false;plains;2
516;2;114;55;land;false;urban;1
517;2;114;160;land;false;mountain;6
518;2;117;20;land;false;plains;1
519;2;117;75;land;false;hills;1
520;2;117;225;land;false;hills;6
521;2;120;40;land;false;mountain;1
522;2;120;85;land;false;plains;1
523;2;120;190;land;false;forest;1
524;2;123;50;land;false;plains;1
525;2;123;155;land;false;urban;1
526;171;192;222;land;false;urban;1
527;2;126;70;land;false;plains;1
528;2;129;35;land;false;forest;2
529;2;129;185;land;false;forest;1
530;2;132;0;land;false;plains;1
531;2;132;150;land;false;plains;6
532;2;132;205;land;false;forest;1
533;2;135;65;land;false;forest;1
534;2;135;215;land;false;plains;1
535;2;138;180;land;false;marsh;1
536;2;141;95;land;false;plains;1
537;2;141;145;land;false;forest;1
538;168;126;12;land;false;urban;1
539;2;144;165;land;false;hills;1
540;2;147;25;land;true;hills;1
541;2;147;80;land;false;forest;1
542;2;147;130;land;true;forest;1
543;2;150;45;land;false;hills;1
544;2;150;90;land;false;plains;1
545;2;150;195;land;false;desert;6
546;2;153;55;land;false;plains;1
547;2;153;160;land;false;plains;1
548;2;156;20;land;false;plains;1
549;2;156;75;land;false;hills;1
550;2;156;225;land;false;plains;1
551;2;159;40;land;false;plains;1
552;2;159;190;land;false;plains;1
553;2;162;5;land;false;plains;1
554;2;165;70;land;false;desert;6
555;179;137;184;land;true;jungle;4
556;171;126;182;land;false;urban;1
557;2;168;140;land;false;plains;1
558;2;168;185;land;false;forest;1
559;2;171;0;land;false;plains;1
560;2;171;150;land;false;marsh;1
561;2;171;205;land;false;forest;1
562;2;174;65;land;false;plains;1
563;2;174;170;land;false;hills;1
564;2;177;30;land;false;forest;1
565;2;177;85;land;false;hills;1
566;2;180;95;land;false;forest;6
567;2;183;60;land;true;forest;1
568;2;183;165;land;true;marsh;1
569;127;12;19;land;false;urban;1
570;2;186;130;land;false;forest;1
571;2;189;45;land;false;forest;1
572;2;189;195;land;false;plains;1
573;2;192;160;land;false;hills;1
574;2;192;215;land;false;plains;1
575;2;195;225;land;true;urban;1
576;2;198;40;land;false;desert;6
577;2;198;145;land;false;plains;1
578;2;198;190;land;false;plains;1
579;2;201;5;land;false;plains;1
580;2;201;155;land;false;forest;1
581;2;201;210;land;false;mountain;1
582;2;204;70;land;false;plains;1
583;2;204;175;land;false;plains;1
584;2;207;35;land;false;forest;1
585;2;207;90;land;false;urban;1
586;2;207;140;land;false;forest;1
587;2;210;0;land;false;urban;1
588;2;210;55;land;false;plains;1
589;135;39;169;land;true;urban;1
590;3;0;75;land;false;mountain;1
591;3;0;180;land;true;hills;1
592;3;0;225;land;false;forest;1
593;168;49;57;land;false;urban;1
594;85;109;156;land;false;urban;1
595;3;3;40;land;false;forest;1
596;3;3;145;land;false;hills;1
597;169;157;72;land;false;urban;1
598;127;55;84;land;false;urban;1
599;3;6;210;land;false;hills;1
600;135;205;69;land;true;gibraltar;1
601;178;31;82;land;false;gibraltar;1
602;3;9;70;land;false;forest;2
603;3;9;175;land;false;plains;1
604;49;184;173;land;false;desert_africa;6
605;3;12;35;land;false;forest;2
606;3;12;90;land;false;hills;1
607;3;12;140;land;false;plains;1
608;3;12;232;sea;true;ocean;0
609;3;14;240;sea;true;ocean;0
610;3;15;0;land;true;mountain;2
611;3;15;205;land;false;mountain;1
612;5;187;65;land;false;desert_africa;6
613;5;126;88;land;false;desert_africa;5
614;3;18;20;land;false;hills;1
615;3;18;65;land;true;desert;6
616;46;84;176;land;false;desert_africa;5
617;177;182;67;land;false;desert_africa;5
618;3;21;30;land;false;desert;6
619;3;21;85;land;false;plains;1
620;3;21;135;land;false;forest;1
621;173;186;190;land;false;desert_africa;5
622;3;23;236;sea;false;ocean;0
623;9;177;78;land;false;desert_africa;5
624;3;24;50;land;false;plains;1
625;3;24;200;land;false;forest;1
626;5;48;138;land;false;desert_africa;5
627;134;194;51;land;false;desert_africa;5
628;3;27;15;land;true;plains;1
629;3;27;165;land;false;plains;1
630;3;27;220;land;false;forest;1
631;135;195;52;land;false;desert_africa;5
632;2;25;210;land;false;desert_africa;5
633;93;141;96;land;false;desert_africa;5
634;3;30;130;land;false;forest;2
635;93;143;196;land;false;desert_africa;5
636;93;45;196;land;false;desert_africa;5
637;3;33;150;land;false;forest;1
638;3;33;195;land;false;plains;2
639;191;133;77;land;false;desert_africa;5
640;177;154;217;land;false;desert_africa;5
641;3;36;10;land;false;plains;1
642;3;36;160;land;true;desert;6
643;9;196;195;land;false;desert_africa;5
644;133;121;224;land;false;desert_africa;5
645;8;202;10;land;false;desert_africa;5
646;3;39;180;land;false;plains;1
647;93;10;1;land;false;desert_africa;5
648;3;42;40;land;false;forest;1
649;3;42;95;land;false;plains;1
650;93;58;201;land;false;desert_africa;5
651;3;45;5;land;false;plains;1
652;177;31;27;land;false;desert_africa;5
653;3;45;210;land;false;mountain;1
654;3;48;25;land;false;hills;7
655;3;48;70;land;false;plains;1
656;3;48;175;land;false;mountain;1
657;3;51;90;land;true;plains;1
658;131;181;64;land;false;desert_africa;5
659;3;54;0;land;false;plains;2
660;3;54;55;land;false;forest;1
661;131;100;149;land;false;desert_africa;5
662;3;57;20;land;false;hills;1
663;89;97;21;land;false;desert_africa;5
664;3;57;225;land;false;hills;6
665;3;63;50;land;false;forest;1
666;3;63;155;land;false;hills;1
667;3;63;200;land;false;plains;1
668;3;66;15;land;false;mountain;1
669;3;66;165;land;false;plains;1
670;3;66;220;land;false;hills;1
671;3;69;80;land;false;mountain;1
672;3;69;185;land;false;hills;7
673;3;72;45;land;false;mountain;1
674;3;72;150;land;false;plains;1
675;3;75;65;land;false;forest;6
676;3;75;215;land;false;plains;1
677;3;78;30;land;true;hills;2
678;3;78;75;land;false;hills;1
679;5;65;79;land;false;desert_africa;5
680;3;81;40;land;false;plains;1
681;3;81;95;land;false;plains;6
682;3;81;145;land;false;plains;1
683;3;84;60;land;false;plains;1
684;3;84;210;land;false;plains;1
685;3;87;25;land;false;mountain;1
686;3;87;175;land;false;plains;1
687;3;90;90;land;true;plains;1
688;3;90;140;land;false;forest;1
689;3;90;195;land;false;plains;2
690;3;93;55;land;false;mountain;1
691;3;93;160;land;false;plains;2
692;3;93;205;land;false;urban;1
693;3;96;20;land;false;mountain;1
694;3;96;170;land;false;hills;1
695;3;96;225;land;false;plains;2
696;3;99;85;land;false;hills;1
697;3;99;90;land;false;forest;5
698;3;99;135;land;false;hills;1
699;3;102;50;land;false;plains;1
700;3;102;155;land;true;plains;1
701;3;105;15;land;false;forest;1
702;3;105;70;land;false;forest;2
703;178;66;97;land;false;desert_africa;5
704;3;108;80;land;false;hills;1
705;3;108;185;land;true;urban;1
706;3;111;0;land;false;forest;2
707;3;111;45;land;false;mountain;1
708;3;114;10;land;false;plains;1
709;3;114;65;land;false;forest;2
710;3;117;30;land;false;mountain;2
711;3;117;180;land;false;mountain;1
712;3;120;95;land;false;plains;1
713;3;120;145;land;false;forest;1
714;3;123;60;land;false;plains;1
715;3;123;165;land;false;forest;2
716;3;123;210;land;false;plains;1
717;3;126;25;land;true;mountain;1
718;3;126;130;land;false;forest;2
719;3;129;90;land;true;hills;1
720;3;129;195;land;false;plains;2
721;3;132;55;land;true;plains;1
722;3;132;160;land;false;hills;2
723;3;135;20;land;false;plains;1
724;4;129;55;land;true;desert_africa;5
725;3;135;225;land;false;hills;6
726;47;132;184;land;true;desert_africa;5
727;3;138;85;land;false;mountain;1
728;3;138;190;land;false;forest;1
729;173;62;207;land;false;desert_africa;5
730;131;198;195;land;true;urban_africa;5
731;3;141;155;land;false;plains;1
732;3;141;209;land;false;forest;1
733;3;144;70;land;false;mountain;2
734;3;147;35;land;false;hills;2
735;3;147;185;land;false;plains;1
736;3;150;0;land;false;plains;2
737;3;150;150;land;false;plains;1
738;120;135;210;land;true;desert_africa;5
739;3;153;65;land;false;plains;6
740;3;153;170;land;true;urban;1
741;3;153;215;land;false;plains;1
742;3;156;30;land;false;hills;1
743;3;156;135;land;true;forest;1
744;3;156;180;land;false;plains;1
745;3;159;95;land;false;plains;1
746;3;159;145;land;false;plains;1
747;173;10;132;land;true;urban_africa;5
748;3;165;25;land;false;plains;1
749;3;165;130;land;false;plains;2
750;3;168;90;land;true;marsh;1
751;3;168;195;land;false;forest;2
752;3;171;10;land;false;plains;1
753;46;144;93;land;false;desert_africa;5
754;3;174;20;land;false;plains;1
755;3;174;75;land;false;forest;1
756;3;174;225;land;false;desert;6
757;3;177;190;land;true;plains;6
758;3;180;5;land;true;forest;1
759;3;180;155;land;false;plains;6
760;3;180;210;land;false;hills;1
761;86;104;241;land;false;plains;5
762;3;183;175;land;false;plains;1
763;87;7;147;land;true;forest;5
764;3;186;140;land;false;mountain;1
765;3;186;185;land;false;plains;1
766;3;189;0;land;false;mountain;2
767;3;189;150;land;false;plains;1
768;3;192;65;land;false;plains;2
769;3;192;170;land;false;hills;1
770;3;195;85;land;false;plains;1
771;3;198;50;land;false;mountain;1
772;3;198;95;land;true;plains;7
773;3;201;15;land;false;plains;1
774;3;201;165;land;false;plains;2
775;3;204;25;land;false;plains;1
776;3;204;80;land;false;plains;1
777;3;204;130;land;false;forest;2
778;3;207;45;land;false;mountain;1
779;3;207;195;land;false;forest;2
780;3;210;10;land;false;plains;1
781;3;210;160;land;false;mountain;2
782;3;210;215;land;true;plains;1
783;4;0;30;land;false;hills;6
784;247;197;244;land;false;forest;5
785;183;71;32;land;false;forest;5
786;4;0;248;sea;true;ocean;0
787;223;253;161;land;false;jungle;5
788;4;3;50;land;true;plains;2
789;219;38;117;land;false;mountain;5
790;76;238;232;land;false;forest;6
791;4;4;244;sea;false;ocean;0
792;4;6;15;land;true;mountain_africa;7
793;4;6;60;land;false;plains;1
794;4;6;165;land;false;plains;1
795;90;70;64;land;false;desert;6
796;87;127;34;land;false;forest;1
