158;4525.00;12.10;534.00;small
158;4698.00;10.38;511.00;small
159;4630.00;10.43;702.00;big
159;4561.00;10.45;641.00;big
160;4748.00;10.80;777.00;big
160;4699.00;10.38;903.00;big
161;2550.68;12.10;1903.22;small
161;2481.54;10.90;1896.91;small
162;3802.75;11.40;1186.22;big
162;3880.83;18.70;1220.58;big
163;1752.00;9.80;718.00;big
163;1891.00;9.98;912.00;big
163;1916.19;10.40;689.75;big
164;4674.00;10.95;1154.00;big
164;4641.00;11.15;1205.00;big
165;4449.00;14.10;1036.00;big
165;4554.00;11.28;1027.00;big
167;4940.55;16.60;592.59;big
167;5106.00;15.65;516.00;big
167;5027.00;12.98;555.00;big
168;3086.31;9.50;1356.67;small
169;2985.17;9.50;1331.04;big
170;1617.71;9.50;1363.35;big
170;1484.46;9.50;1291.75;big
171;444.40;9.50;1874.48;small
171;685.58;9.50;1794.99;small
173;2892.69;9.50;1679.54;small
173;2907.74;9.50;1626.31;small
174;2892.81;9.50;1816.48;small
174;2955.00;9.50;1921.00;small
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
181;3530.30;13.00;328.53;big
182;2664.00;13.68;1142.00;small
182;2711.00;12.60;1195.00;small
182;2746.00;12.53;1220.00;small
183;3263.00;12.13;689.00;big
183;3108.00;10.60;823.00;big
184;3161.00;11.75;535.00;big
184;3056.00;14.03;450.00;big
184;3047.00;11.10;660.00;big
185;3334.00;13.15;549.00;big
185;3326.00;10.90;381.00;big
186;4784.00;13.80;1327.00;small
186;4804.00;12.10;1260.00;small
187;4435.00;9.70;596.00;small
187;4377.00;9.90;660.00;small
188;4400.00;10.07;704.00;small
188;4359.00;11.05;781.00;small
189;4308.00;11.65;1025.00;small
189;4305.00;10.63;933.00;small
190;3861.00;11.28;1093.00;big
190;3934.00;9.90;1175.00;big
191;3037.02;12.90;1900.40;small
191;3180.88;11.80;1979.31;small
192;3107.00;11.45;1887.00;big
192;3047.00;11.40;1793.00;big
193;4797.00;11.40;397.00;small
193;4887.00;10.20;433.00;small
194;5081.00;10.05;131.00;small
194;5078.00;10.30;308.00;small
195;4679.00;10.70;281.00;small
195;4930.00;10.00;279.00;small
196;3417.00;12.57;1088.00;small
196;3538.00;14.13;1042.00;small
197;1742.22;10.70;1666.27;small
197;1662.24;10.30;1608.97;small
198;1394.00;10.30;1432.00;big
198;1366.00;13.75;1617.00;big
198;1494.00;10.70;1562.00;big
199;1054.00;16.02;1461.00;small
199;1012.00;15.45;1562.00;small
200;4387.00;19.73;1161.00;big
200;4317.00;21.00;1246.00;big
201;1679.80;20.80;636.83;small
201;1744.34;20.30;526.41;small
201;1615.35;10.00;777.32;small
202;3201.84;9.50;1287.57;small
203;3640.27;9.50;1067.25;small
204;1097.29;11.30;1352.19;small
204;1183.64;12.90;1298.38;small
205;1334.88;9.90;1149.04;small
205;1398.11;10.10;1155.67;small
206;3085.22;9.50;1637.66;small
207;2977.70;9.50;1677.77;small
208;3323.00;10.05;1040.00;big
209;2768.00;9.82;1473.00;big
209;2808.00;10.43;1490.00;big
210;2956.00;13.18;1244.00;big
210;2946.00;9.70;1204.00;big
211;2905.00;14.55;1245.00;big
211;2829.00;13.93;1232.00;big
212;3032.00;12.98;1163.00;big
212;3001.00;11.57;1183.00;big
213;3365.00;10.00;1174.00;big
213;3396.00;13.25;1234.00;big
214;3545.00;13.75;886.00;big
214;3687.00;9.70;1007.00;big
215;3648.00;12.20;1244.00;big
215;3722.00;12.43;1250.00;big
216;3341.00;9.70;1452.00;big
216;3387.00;9.80;1489.00;small
217;3442.00;9.80;1555.00;big
217;3381.00;10.60;1550.00;big
218;3984.00;10.00;1499.00;big
218;3777.00;9.70;1490.00;big
219;4440.00;9.70;830.00;big
219;4494.00;13.00;849.00;big
220;4531.00;13.55;1322.00;big
220;4540.00;12.10;1264.00;big
222;4665.00;12.10;1106.00;big
222;4618.00;10.40;1081.00;big
223;4560.00;9.88;1177.00;big
223;4492.00;11.90;1113.00;big
224;4261.00;9.50;781.00;big
224;4288.00;9.50;852.00;big
226;3503.00;9.80;689.00;big
226;3539.00;11.10;797.00;big
227;3535.00;9.50;845.00;big
227;3621.00;9.50;870.00;big
228;3330.60;9.80;1524.24;big
228;3312.91;10.10;1579.85;small
229;3310.00;10.48;942.00;big
